-5 3.58908e-16 3.98313e-05 5.24807e-06 1.87516e-06 1.04083e-16 
-4.9945 3.58908e-16 4.05151e-05 6.88917e-06 2.72031e-06 1.04083e-16 
-4.989 3.58908e-16 4.08928e-05 8.40086e-06 3.50455e-06 1.04083e-16 
-4.9835 3.58908e-16 4.09645e-05 9.78286e-06 4.22775e-06 1.04083e-16 
-4.978 3.58908e-16 4.07301e-05 1.10353e-05 4.88999e-06 1.08299e-07 
-4.9725 3.58908e-16 4.01897e-05 1.21583e-05 5.49131e-06 6.5045e-07 
-4.967 3.58908e-16 3.93432e-05 1.31517e-05 6.03161e-06 1.16155e-06 
-4.9615 3.58908e-16 3.81907e-05 1.40155e-05 6.51094e-06 2.17766e-06 
-4.956 3.58908e-16 3.67321e-05 1.47499e-05 6.92933e-06 3.14652e-06 
-4.9505 3.58908e-16 3.49675e-05 1.57647e-05 7.28672e-06 4.05318e-06 
-4.945 3.58908e-16 3.28969e-05 1.72501e-05 8.26375e-06 4.89775e-06 
-4.9395 3.58908e-16 3.052e-05 1.85392e-05 9.37072e-06 5.68029e-06 
-4.934 3.58908e-16 2.78373e-05 1.96318e-05 1.0359e-05 6.40065e-06 
-4.9285 3.58908e-16 2.48486e-05 2.0528e-05 1.12287e-05 7.71223e-06 
-4.923 3.58908e-16 2.15535e-05 2.12279e-05 1.19799e-05 9.90969e-06 
-4.9175 3.58908e-16 1.79527e-05 2.17313e-05 1.26125e-05 1.19522e-05 
-4.912 3.58908e-16 1.40458e-05 2.20383e-05 1.31264e-05 1.38401e-05 
-4.9065 3.58908e-16 9.83253e-06 2.21489e-05 1.42632e-05 1.55734e-05 
-4.901 3.58908e-16 5.31358e-06 2.20632e-05 1.54419e-05 1.73362e-05 
-4.8955 3.58908e-16 4.88596e-07 2.1781e-05 1.64422e-05 1.98498e-05 
-4.89 3.58908e-16 0 2.13024e-05 1.72642e-05 2.21467e-05 
-4.8845 3.58908e-16 0 2.06275e-05 1.79077e-05 2.42265e-05 
-4.879 3.58908e-16 0 1.97561e-05 1.83729e-05 2.60894e-05 
-4.8735 3.58908e-16 0 1.86883e-05 1.89695e-05 2.77355e-05 
-4.868 3.58908e-16 0 1.82971e-05 2.00261e-05 2.91645e-05 
-4.8625 3.58908e-16 0 1.77642e-05 2.08433e-05 3.03765e-05 
-4.857 3.58908e-16 0 1.69714e-05 2.14213e-05 3.13718e-05 
-4.8515 3.58908e-16 0 1.59188e-05 2.17599e-05 3.215e-05 
-4.846 3.58908e-16 0 1.47334e-05 2.18591e-05 3.27113e-05 
-4.8405 3.58908e-16 0 1.42075e-05 2.1719e-05 3.30557e-05 
-4.835 1.82597e-06 0 1.34847e-05 2.13396e-05 3.33547e-05 
-4.8295 7.81886e-06 0 1.32266e-05 2.09972e-05 3.37869e-05 
-4.824 1.3517e-05 0 1.32495e-05 2.1296e-05 3.39721e-05 
-4.8185 1.89193e-05 0 1.31421e-05 2.22648e-05 3.39104e-05 
-4.813 2.40263e-05 0 1.29044e-05 2.29943e-05 3.36017e-05 
-4.8075 2.88385e-05 0 1.25363e-05 2.34845e-05 3.3046e-05 
-4.802 3.3355e-05 0 1.2038e-05 2.4547e-05 3.22433e-05 
-4.7965 3.75762e-05 0 1.14093e-05 2.53877e-05 3.11937e-05 
-4.791 4.15025e-05 0 1.06503e-05 2.59335e-05 3.03432e-05 
-4.7855 4.51331e-05 0 9.76098e-06 2.61845e-05 2.99193e-05 
-4.78 4.84685e-05 0 9.58338e-06 2.61407e-05 2.96875e-05 
-4.7745 5.60222e-05 0 9.80542e-06 2.58021e-05 2.95938e-05 
-4.769 6.40818e-05 0 1.0541e-05 2.51793e-05 2.92865e-05 
-4.7635 7.15774e-05 0 1.12288e-05 2.52233e-05 2.91833e-05 
-4.758 7.85096e-05 0 1.27149e-05 2.50301e-05 2.93903e-05 
-4.7525 8.48773e-05 0 1.40073e-05 2.45997e-05 2.92886e-05 
-4.747 9.06809e-05 0 1.5106e-05 2.39321e-05 2.89177e-05 
-4.7415 9.5921e-05 0 1.60111e-05 2.30272e-05 2.87338e-05 
-4.736 0.000100597 0 1.67225e-05 2.21238e-05 2.82107e-05 
-4.7305 0.000104708 0 1.72402e-05 2.17036e-05 2.75423e-05 
-4.725 0.000108256 0 1.75643e-05 2.19508e-05 2.79322e-05 
-4.7195 0.00011124 0 1.86049e-05 2.19621e-05 2.82173e-05 
-4.714 0.00011366 0 2.05222e-05 2.17378e-05 2.93132e-05 
-4.7085 0.000115516 0 2.21144e-05 2.12776e-05 3.06425e-05 
-4.703 0.000116807 0 2.33813e-05 2.05816e-05 3.16348e-05 
-4.6975 0.000117535 0 2.43231e-05 1.96499e-05 3.32153e-05 
-4.692 0.000117699 0 2.58623e-05 1.90776e-05 3.47463e-05 
-4.6865 0.000117299 0 2.7257e-05 1.87382e-05 3.60026e-05 
-4.681 0.000116335 0 2.83901e-05 1.82241e-05 3.69843e-05 
-4.6755 0.000114806 0 2.92616e-05 1.81106e-05 3.78299e-05 
-4.67 0.000112714 0 2.98713e-05 1.81593e-05 3.87964e-05 
-4.6645 0.000110058 0 3.02192e-05 1.79734e-05 3.94578e-05 
-4.659 0.000106837 0 3.03055e-05 1.75529e-05 3.98139e-05 
-4.6535 0.000103053 0 3.01301e-05 1.68979e-05 4.02373e-05 
-4.648 9.87047e-05 0 2.9693e-05 1.60082e-05 4.04989e-05 
-4.6425 9.37926e-05 0 2.89942e-05 1.5273e-05 4.07926e-05 
-4.637 8.83164e-05 0 2.80337e-05 1.49659e-05 4.09123e-05 
-4.6315 8.22758e-05 0 2.68114e-05 1.44851e-05 4.11998e-05 
-4.626 7.56717e-05 0 2.53275e-05 1.40067e-05 4.11761e-05 
-4.6205 6.85036e-05 0 2.43938e-05 1.41251e-05 4.1056e-05 
-4.615 6.07708e-05 0 2.331e-05 1.41254e-05 4.08873e-05 
-4.6095 5.24747e-05 0 2.19015e-05 1.40076e-05 4.05518e-05 
-4.604 4.4323e-05 0 2.10555e-05 1.37716e-05 4.01792e-05 
-4.5985 4.13075e-05 0 2.01225e-05 1.34175e-05 4.00209e-05 
-4.593 3.80236e-05 0 1.89299e-05 1.29453e-05 4.0721e-05 
-4.5875 3.4471e-05 0 1.75584e-05 1.2355e-05 4.14635e-05 
-4.582 3.06493e-05 0 1.69287e-05 1.16465e-05 4.27239e-05 
-4.5765 2.65593e-05 0 1.61047e-05 1.08199e-05 4.35863e-05 
-4.571 2.22005e-05 0 1.50862e-05 9.8752e-06 4.40508e-05 
-4.5655 1.75727e-05 0 1.39396e-05 8.81228e-06 4.41175e-05 
-4.56 1.26765e-05 0 1.35605e-05 7.63134e-06 4.43177e-05 
-4.5545 7.51163e-06 0 1.29203e-05 6.84114e-06 4.43692e-05 
-4.549 2.07757e-06 0 1.2019e-05 6.43847e-06 4.44117e-05 
-4.5435 3.58908e-16 0 1.22793e-05 5.97606e-06 4.44548e-05 
-4.538 3.58908e-16 0 1.40363e-05 5.45388e-06 4.42901e-05 
-4.5325 3.58908e-16 0 1.56005e-05 4.87187e-06 4.37575e-05 
-4.527 3.58908e-16 0 1.69715e-05 4.23013e-06 4.33498e-05 
-4.5215 3.58908e-16 3.10206e-06 1.81495e-05 3.52862e-06 4.3602e-05 
-4.516 3.58908e-16 8.04698e-06 1.91345e-05 2.76726e-06 4.40693e-05 
-4.5105 3.41926e-07 1.26676e-05 2.07155e-05 1.9462e-06 4.50715e-05 
-4.505 6.14428e-06 1.69644e-05 2.22963e-05 1.06536e-06 4.5946e-05 
-4.4995 1.16645e-05 2.47386e-05 2.36176e-05 1.24658e-07 4.68576e-05 
-4.494 1.98151e-05 3.30829e-05 2.46792e-05 3.97541e-16 4.73697e-05 
-4.4885 3.0392e-05 4.07924e-05 2.54811e-05 3.97541e-16 4.74826e-05 
-4.483 4.04074e-05 4.78677e-05 2.60235e-05 3.97541e-16 4.75102e-05 
-4.4775 4.98595e-05 5.43075e-05 2.63063e-05 3.97541e-16 4.8379e-05 
-4.472 5.87492e-05 6.01125e-05 2.63294e-05 1.18563e-08 4.93067e-05 
-4.4665 6.70772e-05 6.52831e-05 2.60928e-05 8.91376e-07 4.98374e-05 
-4.461 7.4842e-05 6.98185e-05 2.55967e-05 2.33672e-06 4.99081e-05 
-4.4555 8.20445e-05 7.3719e-05 2.48409e-05 4.03721e-06 4.96995e-05 
-4.45 8.8685e-05 7.6985e-05 2.38255e-05 5.62116e-06 4.94274e-05 
-4.4445 9.47626e-05 7.96158e-05 2.34055e-05 7.08829e-06 4.88959e-05 
-4.439 0.000100278 8.16119e-05 2.29615e-05 8.43875e-06 4.84153e-05 
-4.4335 0.000105231 8.29732e-05 2.32692e-05 9.98873e-06 4.82468e-05 
-4.428 0.000109621 8.36996e-05 2.3407e-05 1.20287e-05 4.95662e-05 
-4.4225 0.000113449 8.67678e-05 2.32813e-05 1.47289e-05 5.14279e-05 
-4.417 0.000120665 9.55514e-05 2.28919e-05 1.729e-05 5.44906e-05 
-4.4115 0.000129102 0.00010345 2.22391e-05 2.00293e-05 5.75798e-05 
-4.406 0.000136689 0.000112984 2.13228e-05 2.30123e-05 6.07508e-05 
-4.4005 0.000143426 0.000123123 2.01428e-05 2.57034e-05 6.38894e-05 
-4.395 0.000149312 0.000131694 1.86995e-05 2.8102e-05 6.8163e-05 
-4.3895 0.000154348 0.000138698 1.70592e-05 3.02084e-05 7.26805e-05 
-4.384 0.000158535 0.000144135 1.62887e-05 3.20227e-05 7.76437e-05 
-4.3785 0.000161871 0.000148004 1.62508e-05 3.37432e-05 8.2476e-05 
-4.373 0.000164356 0.000150306 1.59493e-05 3.5909e-05 8.75056e-05 
-4.3675 0.000165992 0.00015104 1.62171e-05 3.7723e-05 9.29787e-05 
-4.362 0.000166778 0.000150207 1.92458e-05 3.94616e-05 9.90178e-05 
-4.3565 0.000169491 0.000147807 2.21446e-05 4.14744e-05 0.000105213 
-4.351 0.000174205 0.000143839 2.46468e-05 4.30774e-05 0.000111968 
-4.3455 0.00017779 0.000138304 2.75798e-05 4.42702e-05 0.000118022 
-4.34 0.000180244 0.000135929 3.02105e-05 4.50951e-05 0.000123732 
-4.3345 0.000181569 0.000133001 3.36332e-05 4.64363e-05 0.000128747 
-4.329 0.000181764 0.000128831 3.74728e-05 4.73061e-05 0.000133509 
-4.3235 0.000180828 0.000123608 4.08543e-05 4.77049e-05 0.000139809 
-4.318 0.000178763 0.000122206 4.3778e-05 4.76324e-05 0.000145783 
-4.3125 0.000175568 0.000119871 4.64746e-05 4.70888e-05 0.000150537 
-4.307 0.000171242 0.000116604 4.94794e-05 4.60741e-05 0.000154646 
-4.3015 0.000165787 0.000112404 5.19611e-05 4.4588e-05 0.000159493 
-4.296 0.000159202 0.000107272 5.39191e-05 4.26309e-05 0.000164115 
-4.2905 0.000151487 0.000101208 5.53538e-05 4.04643e-05 0.000168073 
-4.285 0.000142641 9.42101e-05 5.62652e-05 3.85162e-05 0.000170745 
-4.2795 0.000132666 8.62804e-05 5.66531e-05 3.70844e-05 0.000173794 
-4.274 0.000126888 7.74182e-05 5.65176e-05 3.53924e-05 0.000176821 
-4.2685 0.000121333 6.76226e-05 5.58586e-05 3.33458e-05 0.000178688 
-4.263 0.000122188 5.68953e-05 5.46763e-05 3.09448e-05 0.000179709 
-4.2575 0.000126161 4.52354e-05 5.39748e-05 2.81893e-05 0.000180703 
-4.252 0.000129289 3.26419e-05 5.29096e-05 2.57506e-05 0.000183375 
-4.2465 0.000131571 1.9117e-05 5.1388e-05 2.44278e-05 0.000185015 
-4.241 0.000133008 1.02162e-05 4.94099e-05 2.35781e-05 0.000185372 
-4.2355 0.0001336 5.63989e-06 4.6975e-05 2.33093e-05 0.000184384 
-4.23 0.000133347 7.53044e-07 4.40838e-05 2.34289e-05 0.000184916 
-4.2245 0.000132249 0 4.07361e-05 2.35185e-05 0.000186725 
-4.219 0.000130305 0 3.69314e-05 2.3677e-05 0.000189349 
